Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

5.18132142e-01	2023-01-26T12:32:04.593346	1.85117500e-04	7.19280700e-07	2.57364753e+02	-2.99974200e-01	3.98750100e-10	-7.52286206e+08	-6.00002300e-01	-1.21307100e-07	4.94614330e+06
2.23963004e+00	2023-01-26T12:32:06.313359	1.77729600e-05	7.88872400e-08	2.25295751e+02	-2.99936600e-01	2.91271600e-11	-1.02974887e+10	-5.79960500e-01	-6.21790000e-08	9.32727287e+06
3.10472723e+00	2023-01-26T12:32:07.173366	-7.32895600e-06	5.16907100e-08	-1.41784781e+02	-2.99951400e-01	-1.17632000e-10	2.54991329e+09	-5.60095500e-01	-3.88071900e-08	1.44327765e+07
4.01086806e+00	2023-01-26T12:32:08.083373	-7.42661100e-05	1.80428100e-09	-4.11610553e+04	-2.99934600e-01	-1.67249800e-10	1.79333309e+09	-5.40159400e-01	-1.87819900e-09	2.87594339e+08
5.10461493e+00	2023-01-26T12:32:09.173382	9.40700900e-06	-6.27565100e-09	-1.49896943e+03	-2.99945000e-01	-5.85220100e-10	5.12533660e+08	-5.20192200e-01	1.05223900e-08	-4.94366964e+07
6.02659499e+00	2023-01-26T12:32:10.101433	1.18181000e-04	-2.88048800e-08	-4.10281175e+03	-2.99989100e-01	-7.27777500e-10	4.12198921e+08	-5.00100700e-01	9.73443600e-09	-5.13743888e+07
6.94839619e+00	2023-01-26T12:32:11.023491	7.63418000e-05	-3.28538400e-08	-2.32367967e+03	-2.99964000e-01	-4.91047400e-10	6.10865672e+08	-4.80139700e-01	2.14151500e-08	-2.24205621e+07
7.88603834e+00	2023-01-26T12:32:11.960551	-4.07969000e-05	-3.31735000e-08	1.22980391e+03	-2.99928000e-01	-5.94482300e-10	5.04519647e+08	-4.59731400e-01	1.90850500e-08	-2.40885615e+07
8.82352381e+00	2023-01-26T12:32:12.898611	-7.42669600e-05	-3.79011400e-08	1.95949146e+03	-2.99993200e-01	-7.13743800e-11	4.20309360e+09	-4.39950900e-01	2.39964200e-08	-1.83340223e+07
9.74547759e+00	2023-01-26T12:32:13.820670	-4.91641600e-05	-3.68835900e-08	1.33295485e+03	-2.99963700e-01	-6.00782200e-10	4.99288594e+08	-4.19826600e-01	1.54135100e-08	-2.72375728e+07
1.06854391e+01	2023-01-26T12:32:14.760730	1.77763400e-05	-3.58907500e-08	-4.95290291e+02	-2.99978500e-01	6.96898300e-10	-4.30448030e+08	-3.99698800e-01	7.28210700e-09	-5.48877955e+07
1.16210619e+01	2023-01-26T12:32:15.695790	3.45075800e-05	-4.42586100e-08	-7.79680609e+02	-2.99959700e-01	5.30368300e-10	-5.65568681e+08	-3.79662700e-01	1.18221200e-08	-3.21146038e+07
1.25418036e+01	2023-01-26T12:32:16.616848	9.40560200e-06	-4.05081900e-08	-2.32190132e+02	-2.99945000e-01	4.63097500e-10	-6.47692980e+08	-3.59643900e-01	2.42467600e-09	-1.48326581e+08
1.34797867e+01	2023-01-26T12:32:17.554909	1.43279200e-04	-4.33729800e-08	-3.30342070e+03	-2.99934300e-01	1.62002900e-10	-1.85141315e+09	-3.39694500e-01	5.84786100e-09	-5.80886755e+07
1.42611351e+01	2023-01-26T12:32:18.335957	7.63454700e-05	-4.60609200e-08	-1.65748904e+03	-2.99968100e-01	6.51478400e-10	-4.60442127e+08	-3.19767800e-01	1.07603100e-08	-2.97173409e+07
1.51859816e+01	2023-01-26T12:32:19.261017	8.47096200e-05	-4.16211300e-08	-2.03525517e+03	-2.99951400e-01	4.08424700e-10	-7.34410529e+08	-2.99685000e-01	-7.38785900e-09	4.05645262e+07
1.61204108e+01	2023-01-26T12:32:20.195077	6.79741100e-05	-1.83245000e-08	-3.70946602e+03	-3.00001800e-01	6.62836900e-10	-4.52602744e+08	-2.79702400e-01	2.26880700e-08	-1.23281707e+07
1.70422479e+01	2023-01-26T12:32:21.117135	-1.16102100e-04	-4.25798300e-09	2.72669243e+04	-2.99930300e-01	-5.39392900e-10	5.56051628e+08	-2.59835100e-01	4.60517000e-08	-5.64224773e+06
1.83546413e+01	2023-01-26T12:32:22.429219	1.34916600e-04	-3.39821400e-08	-3.97022083e+03	-2.99938900e-01	-2.94662700e-10	1.01790590e+09	-2.40121800e-01	2.61312700e-08	-9.18905970e+06
