Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

5.16152749e-01	2023-01-26T12:15:36.590737	1.26546100e-04	1.39972000e-07	9.04081531e+02	-2.99951400e-01	-3.90506100e-09	7.68109384e+07	-5.99931100e-01	-9.57294500e-08	6.26694398e+06
2.26078110e+00	2023-01-26T12:15:38.340741	5.96077600e-05	4.64128400e-08	1.28429460e+03	-2.99957400e-01	-4.80027100e-09	6.24875971e+07	-5.79838900e-01	-6.66141100e-08	8.70444565e+06
2.99513224e+00	2023-01-26T12:15:39.070740	1.18180000e-04	5.73875000e-08	2.05933348e+03	-2.99900800e-01	-4.33985700e-09	6.91038437e+07	-5.59932700e-01	-8.22931700e-08	6.80412117e+06
3.72986022e+00	2023-01-26T12:15:39.810742	9.30750000e-05	7.78187000e-08	1.19604928e+03	-2.99972400e-01	-3.96939700e-09	7.55712769e+07	-5.39916800e-01	-7.55223500e-08	7.14909957e+06
4.44825027e+00	2023-01-26T12:15:40.522920	9.30775400e-05	6.50174500e-08	1.43157783e+03	-2.99995200e-01	-3.53383100e-09	8.48923449e+07	-5.19978200e-01	-5.01454400e-08	1.03694015e+07
5.18260108e+00	2023-01-26T12:15:41.265327	1.34914400e-04	4.30570800e-08	3.13338480e+03	-2.99947000e-01	-2.90345300e-09	1.03306993e+08	-4.99955100e-01	-8.11575900e-08	6.16029998e+06
6.08882655e+00	2023-01-26T12:15:42.171379	7.63410700e-05	3.06396000e-08	2.49158181e+03	-2.99959700e-01	-4.33814600e-09	6.91446761e+07	-4.80072800e-01	-4.31097500e-08	1.11360609e+07
7.02639736e+00	2023-01-26T12:15:43.108432	8.47143600e-05	2.62787100e-08	3.22368792e+03	-2.99974400e-01	-4.54923500e-09	6.59395261e+07	-4.59980100e-01	-4.16591900e-08	1.10415037e+07
7.97951146e+00	2023-01-26T12:15:44.061487	6.79741100e-05	1.98434800e-08	3.42551357e+03	-2.99972100e-01	-6.41598700e-09	4.67538510e+07	-4.40180300e-01	-1.24923200e-08	3.52360730e+07
8.90151303e+00	2023-01-26T12:15:44.983540	6.79761400e-05	1.59532700e-08	4.26095340e+03	-2.99945000e-01	-6.33260000e-09	4.73652212e+07	-4.20144300e-01	-1.13685300e-08	3.69567833e+07
9.82326679e+00	2023-01-26T12:15:45.905593	4.28747200e-05	1.32128400e-08	3.24492842e+03	-2.99926200e-01	-4.98157100e-09	6.02071515e+07	-4.00088900e-01	-1.26039900e-08	3.17430353e+07
1.07604393e+01	2023-01-26T12:15:46.842647	7.63447300e-05	6.30203600e-09	1.21142961e+04	-2.99938900e-01	-4.02372200e-09	7.45426498e+07	-3.79741200e-01	-2.27109600e-08	1.67206142e+07
1.17140589e+01	2023-01-26T12:15:47.796701	1.09812800e-04	5.36071300e-09	2.04847378e+04	-2.99961700e-01	-4.91095900e-09	6.10800660e+07	-3.59660600e-01	-1.40031900e-08	2.56841905e+07
1.26359010e+01	2023-01-26T12:15:48.717754	1.34915500e-04	-2.89981600e-10	-4.65255382e+05	-2.99892800e-01	-4.11194700e-09	7.29320684e+07	-3.39734000e-01	-1.99566200e-08	1.70236242e+07
1.35733343e+01	2023-01-26T12:15:49.655808	1.09810900e-04	-2.58613400e-09	-4.24614115e+04	-2.99999500e-01	-3.64989100e-09	8.21940984e+07	-3.19717900e-01	-1.21031100e-08	2.64161773e+07
1.44950246e+01	2023-01-26T12:15:50.576860	1.09812800e-04	-5.46598100e-09	-2.00902272e+04	-2.99955400e-01	-5.30742400e-09	5.65161932e+07	-2.99672400e-01	-4.10007400e-09	7.30895101e+07
1.54191833e+01	2023-01-26T12:15:51.501914	1.01443800e-04	-1.12909800e-08	-8.98449913e+03	-2.99919900e-01	-5.52654100e-09	5.42690084e+07	-2.79702400e-01	-1.07412400e-08	2.60400475e+07
1.63545304e+01	2023-01-26T12:15:52.436967	9.30767000e-05	-1.49714900e-08	-6.21692964e+03	-2.99955400e-01	-4.19865300e-09	7.14408645e+07	-2.59721900e-01	-2.91350000e-09	8.91442938e+07
1.72764203e+01	2023-01-26T12:15:53.359020	8.47088300e-05	-2.11219800e-08	-4.01045877e+03	-2.99976400e-01	-2.49221800e-09	1.20365233e+08	-2.39661800e-01	4.87740100e-09	-4.91371942e+07
