Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

8.91100561e+01	2023-01-20T17:47:59.516287	6.79747800e-05	2.21142500e-06	3.07379993e+01	-4.99993400e-01	-3.59754500e-06	1.38981833e+05	3.68841000e-05	1.38845200e-06	2.65649083e+01
8.98789619e+01	2023-01-20T17:48:00.285341	4.28732000e-05	2.17666600e-06	1.96967289e+01	-4.99985100e-01	-3.84875500e-06	1.29908269e+05	5.00838100e-02	1.61576200e-06	3.09970218e+04
9.05660756e+01	2023-01-20T17:48:00.972389	7.63432700e-05	2.18033200e-06	3.50145161e+01	-4.99945000e-01	-4.00454800e-06	1.24844302e+05	1.00062500e-01	1.75563100e-06	5.69951772e+04
9.12250622e+01	2023-01-20T17:48:01.631434	5.96090000e-05	2.20019800e-06	2.70925617e+01	-4.99956600e-01	-4.12019700e-06	1.21342887e+05	1.50083700e-01	1.84863300e-06	8.11863144e+04
9.18785901e+01	2023-01-20T17:48:02.285475	8.47096200e-05	2.13373500e-06	3.97001596e+01	-4.99976700e-01	-4.13485700e-06	1.20917531e+05	2.00101900e-01	1.90494300e-06	1.05043510e+05
9.25560428e+01	2023-01-20T17:48:02.962519	9.40419800e-06	2.13525000e-06	4.40426086e+00	-4.99973400e-01	-4.17414500e-06	1.19778637e+05	2.50127900e-01	1.94534700e-06	1.28577524e+05
9.32068063e+01	2023-01-20T17:48:03.613560	6.79741100e-05	2.16444300e-06	3.14048972e+01	-4.99973500e-01	-4.23668900e-06	1.18010432e+05	3.00150900e-01	1.98402500e-06	1.51283830e+05
9.38682334e+01	2023-01-20T17:48:04.274603	6.79754600e-05	2.15292000e-06	3.15736117e+01	-4.99945000e-01	-4.30879200e-06	1.16029040e+05	3.50108200e-01	2.06980500e-06	1.69150331e+05
9.45192635e+01	2023-01-20T17:48:04.925644	9.30767000e-05	2.17144000e-06	4.28640441e+01	-4.99950000e-01	-4.41256300e-06	1.13301498e+05	4.00124500e-01	2.16277400e-06	1.85005229e+05
9.51601310e+01	2023-01-20T17:48:05.566684	1.01448300e-04	1.90988700e-06	5.31174357e+01	-4.99961600e-01	-4.72351700e-06	1.05845200e+05	4.50139100e-01	2.26304700e-06	1.98908419e+05
9.58162105e+01	2023-01-20T17:48:06.222726	5.12412900e-05	2.14067300e-06	2.39370002e+01	-4.99966700e-01	-4.59158700e-06	1.08887559e+05	5.00118900e-01	2.38162000e-06	2.09991057e+05
9.64570012e+01	2023-01-20T17:48:06.863766	5.12401700e-05	2.10708800e-06	2.43180019e+01	-4.99983400e-01	-4.71891700e-06	1.05952997e+05	5.50113300e-01	2.55191600e-06	2.15568733e+05
9.71132892e+01	2023-01-20T17:48:07.519808	8.47064700e-05	2.09709200e-06	4.03923481e+01	-4.99926500e-01	-4.87666300e-06	1.02514055e+05	6.00125900e-01	2.69846300e-06	2.22395453e+05
9.77538687e+01	2023-01-20T17:48:08.160848	5.12407300e-05	2.12154500e-06	2.41525539e+01	-4.99965000e-01	-5.09550300e-06	9.81188707e+04	6.50151800e-01	2.88719700e-06	2.25184426e+05
9.85505187e+01	2023-01-20T17:48:08.956899	6.79741100e-05	2.10544600e-06	3.22848983e+01	-4.99938300e-01	-5.29600900e-06	9.43990654e+04	7.00166100e-01	3.16115400e-06	2.21490664e+05
9.91913750e+01	2023-01-20T17:48:09.597940	1.18179000e-04	2.15396800e-06	5.48657176e+01	-4.99935000e-01	-5.57073800e-06	8.97430466e+04	7.50126500e-01	3.37100600e-06	2.22523039e+05
9.98505936e+01	2023-01-20T17:48:10.256982	8.47104100e-05	2.09161200e-06	4.05000593e+01	-4.99956600e-01	-5.81065900e-06	8.60412907e+04	8.00124600e-01	3.66675400e-06	2.18210603e+05
1.00488400e+02	2023-01-20T17:48:10.895022	8.47088300e-05	2.06514900e-06	4.10182655e+01	-4.99940000e-01	-6.23942000e-06	8.01260374e+04	8.50107500e-01	4.14251900e-06	2.05215112e+05
1.01003531e+02	2023-01-20T17:48:11.410055	9.30750000e-05	2.03010700e-06	4.58473371e+01	-4.99916600e-01	-7.17532500e-06	6.96716316e+04	9.00185900e-01	5.13032900e-06	1.75463581e+05
1.01519456e+02	2023-01-20T17:48:11.926088	6.79754600e-05	1.96585400e-06	3.45780816e+01	-4.99958200e-01	-9.27668300e-06	5.38940697e+04	9.50120500e-01	7.25547300e-06	1.30952248e+05
