Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

5.23260839e-01	2023-01-20T17:50:24.568446	5.12412900e-05	4.32665200e-05	1.18431734e+00	-8.99944700e-01	-4.68227600e-05	1.92202403e+04	7.03241300e-05	2.05458700e-06	3.42278667e+01
1.45476003e+00	2023-01-20T17:50:25.498454	5.12412900e-05	4.31826800e-05	1.18661672e+00	-8.99959200e-01	-4.60622100e-05	1.95379075e+04	5.00660800e-02	2.09885500e-06	2.38539966e+04
2.14223938e+00	2023-01-20T17:50:26.188459	8.47064700e-05	4.38157700e-05	1.93324162e+00	-8.99944700e-01	-4.60234400e-05	1.95540512e+04	1.00078600e-01	2.08677900e-06	4.79584086e+04
2.81976272e+00	2023-01-20T17:50:26.868464	1.01448300e-04	4.38971600e-05	2.31104472e+00	-8.99931200e-01	-4.59137900e-05	1.96004555e+04	1.50084700e-01	2.12885400e-06	7.05002316e+04
3.48977263e+00	2023-01-20T17:50:27.538470	6.79747800e-05	4.39975200e-05	1.54496844e+00	-9.00013100e-01	4.58374800e-05	-1.96348730e+04	2.00053300e-01	2.11656600e-06	9.45178653e+04
4.15792740e+00	2023-01-20T17:50:28.198473	7.63454700e-05	4.37700900e-05	1.74423836e+00	-8.99918200e-01	-4.60056900e-05	1.95610195e+04	2.50109500e-01	2.27838300e-06	1.09775003e+05
4.81437511e+00	2023-01-20T17:50:28.858479	5.12407300e-05	4.34591300e-05	1.17905559e+00	-8.99919000e-01	-4.60105100e-05	1.95589877e+04	3.00086300e-01	2.58799000e-06	1.15953423e+05
5.47087779e+00	2023-01-20T17:50:29.518483	1.01446500e-04	4.31823900e-05	2.34925626e+00	-8.99951700e-01	-4.60849700e-05	1.95280956e+04	3.50137000e-01	2.94032500e-06	1.19081054e+05
6.13125937e+00	2023-01-20T17:50:30.180977	4.28737000e-05	4.28582200e-05	1.00036119e+00	-8.99926500e-01	-4.61958500e-05	1.94806785e+04	4.00097000e-01	3.28616700e-06	1.21751877e+05
6.82228893e+00	2023-01-20T17:50:30.872021	1.01448300e-04	4.29628000e-05	2.36130559e+00	-8.99983600e-01	-4.67095300e-05	1.92676655e+04	4.50113300e-01	3.60525000e-06	1.24849400e+05
7.51128789e+00	2023-01-20T17:50:31.561065	6.79747800e-05	4.30637500e-05	1.57846867e+00	-8.99913600e-01	-4.71756900e-05	1.90757909e+04	5.00138900e-01	4.04723600e-06	1.23575423e+05
8.05333367e+00	2023-01-20T17:50:32.103099	1.01447400e-04	4.31100200e-05	2.35322090e+00	-8.99926500e-01	-4.82564500e-05	1.86488335e+04	5.50132800e-01	5.19221100e-06	1.05953475e+05
8.58642900e+00	2023-01-20T17:50:32.636133	4.28732000e-05	4.30562100e-05	9.95749510e-01	-8.99957700e-01	-5.10645700e-05	1.76239162e+04	6.00151000e-01	7.99290000e-06	7.50855134e+04
9.11644175e+00	2023-01-20T17:50:33.166166	5.96090000e-05	4.29168200e-05	1.38894261e+00	-8.99945600e-01	-5.65451100e-05	1.59155336e+04	6.50138700e-01	1.39044500e-05	4.67575992e+04
9.65000403e+00	2023-01-20T17:50:33.700221	6.79761400e-05	4.25127400e-05	1.59895928e+00	-8.99949300e-01	-6.65599200e-05	1.35208891e+04	7.00119600e-01	2.42641900e-05	2.88540273e+04
1.01790658e+01	2023-01-20T17:50:34.228822	8.47096200e-05	4.22191500e-05	2.00642647e+00	-8.99934900e-01	-8.09784900e-05	1.11132586e+04	7.50099700e-01	3.91872900e-05	1.91414027e+04
1.06910613e+01	2023-01-20T17:50:34.740854	6.79768000e-05	4.16880500e-05	1.63060637e+00	-8.99951700e-01	-1.00461800e-04	8.95814827e+03	8.00104900e-01	5.88447300e-05	1.35968828e+04
1.12209290e+01	2023-01-20T17:50:35.270888	8.47096200e-05	4.11033900e-05	2.06089133e+00	-8.99960000e-01	-1.23369100e-04	7.29485746e+03	8.50118500e-01	8.23727000e-05	1.03203913e+04
1.17520671e+01	2023-01-20T17:50:35.801922	8.47104100e-05	4.03628400e-05	2.09872274e+00	-8.99967500e-01	-1.49206100e-04	6.03170715e+03	9.00148800e-01	1.08886300e-04	8.26686920e+03
1.23032364e+01	2023-01-20T17:50:36.352957	8.47119800e-05	3.97841600e-05	2.12928914e+00	-8.99968400e-01	-1.78863100e-04	5.03160462e+03	9.50183500e-01	1.39881800e-04	6.79276003e+03
